year,sch_id,sch_name,Type,Value
2000,778,Sligo MS,Enrollment,1247
2000,780,Bel Pre ES,Enrollment,489
2000,782,Wheaton HS,Enrollment,1306
2000,783,Kensington-Parkwood ES,Enrollment,377
2000,784,Highland View ES,Enrollment,435
2000,786,Georgian Forest ES,Enrollment,417
2000,788,Wheaton Woods ES,Enrollment,639
2000,789,Albert Einstein HS,Enrollment,1595
2000,791,New Hampshire Estates ES,Enrollment,486
2000,794,Rosemary Hills ES,Enrollment,563
2000,795,Rock View ES,Enrollment,469
2000,797,Harmony Hills ES,Enrollment,487
2000,798,Springbrook HS,Enrollment,1948
2000,799,Stephen Knolls School SP,Enrollment,53
2000,803,Forest Knolls ES,Enrollment,577
2000,805,Kemp Mill ES,Enrollment,695
2000,807,Brookhaven ES,Enrollment,386
2000,808,Cresthaven ES,Enrollment,589
2000,811,White Oak MS,Enrollment,894
2000,812,Parkland MS,Enrollment,1230
2000,815,John F. Kennedy HS,Enrollment,1411
2000,817,Glenallan ES,Enrollment,452
2000,818,Col. E. Brooke Lee MS,Enrollment,660
2000,819,Rock Creek Valley ES,Enrollment,342
2000,820,Earle B. Wood MS,Enrollment,951
2000,822,Strathmore ES,Enrollment,462
2000,823,Argyle MS,Enrollment,642
2000,916,Rock Terrace School SP,Enrollment,130
2000,965,RICA SP,Enrollment,149
2001,100,Clopper Mill ES,Enrollment,545
2001,101,Clarksburg ES,Enrollment,325
2001,102,Germantown ES,Enrollment,507
2001,104,Seneca Valley HS,Enrollment,1575
2001,105,Ridgeview MS,Enrollment,1004
2001,106,Fox Chapel ES,Enrollment,571
2001,107,"Martin Luther King, Jr MS",Enrollment,954
2001,108,Lake Seneca ES,Enrollment,409
2001,109,Waters Landing ES,Enrollment,696
2001,110,S. Christa McAuliffe ES,Enrollment,697
2001,111,Captain James Daly ES,Enrollment,657
2001,115,Neelsville MS,Enrollment,819
2001,125,Quince Orchard HS,Enrollment,1801
2001,152,Poolesville HS,Enrollment,723
2001,153,Poolesville ES,Enrollment,486
2001,155,Rosa Parks MS,Enrollment,974
2001,156,Lois P. Rockwell ES,Enrollment,501
2001,157,Roberto Clemente MS,Enrollment,826
2001,158,Ronald McNair ES,Enrollment,645
2001,159,Rachel Carson ES,Enrollment,795
2001,201,Richard Montgomery HS,Enrollment,1705
2001,204,Garrett Park ES,Enrollment,484
2001,206,Twinbrook ES,Enrollment,599
2001,207,Beall ES,Enrollment,687
2001,209,Lakewood ES,Enrollment,554
2001,210,Maryvale ES,Enrollment,606
2001,211,Julius West MS,Enrollment,1096
2001,212,Meadow Hall ES,Enrollment,379
2001,215,Carl Sandburg Learning Center SP,Enrollment,87
2001,216,Travilah ES,Enrollment,529
2001,219,Farmland ES,Enrollment,597
2001,220,Luxmanor ES,Enrollment,277
2001,226,Beverly Farms ES,Enrollment,544
2001,227,Ritchie Park ES,Enrollment,341
2001,228,Herbert Hoover MS,Enrollment,1069
2001,229,College Gardens ES,Enrollment,454
2001,230,Rockville HS,Enrollment,1092
2001,232,Tilden MS,Enrollment,723
2001,233,Fallsmead ES,Enrollment,507
2001,234,Thomas S. Wootton HS,Enrollment,1988
2001,235,Wayside ES,Enrollment,633
2001,236,Phoenix at Needwood Academy ALT,Enrollment,244
2001,237,Robert Frost MS,Enrollment,1103
2001,238,Cold Spring ES,Enrollment,373
2001,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,262
2001,241,DuFief ES,Enrollment,477
2001,242,Dr. Sally K. Ride ES,Enrollment,634
2001,244,Thurgood Marshall ES,Enrollment,530
2001,246,Northwest HS,Enrollment,1608
2001,247,John Poole MS,Enrollment,459
2001,248,Forest Oak MS,Enrollment,970
2001,302,Burtonsville ES,Enrollment,735
2001,303,Fairland ES,Enrollment,528
2001,304,JoAnn Leleck ES,Enrollment,560
2001,305,Jackson Road ES,Enrollment,507
2001,308,Cloverly ES,Enrollment,435
2001,309,Burnt Mills ES,Enrollment,615
2001,310,Cannon Road ES,Enrollment,378
2001,311,Francis Scott Key MS,Enrollment,956
2001,312,William T. Page ES,Enrollment,360
2001,313,Galway ES,Enrollment,689
2001,315,Paint Branch HS,Enrollment,1606
2001,316,Stonegate ES,Enrollment,483
2001,321,James Blake HS,Enrollment,1567
2001,333,Benjamin Banneker MS,Enrollment,1058
2001,334,Greencastle ES,Enrollment,638
2001,335,Briggs Chaney MS,Enrollment,802
2001,351,Darnestown ES,Enrollment,397
2001,360,Jones Lane ES,Enrollment,468
2001,401,Bethesda ES,Enrollment,416
2001,403,Chevy Chase ES,Enrollment,372
2001,405,Somerset ES,Enrollment,441
2001,406,Bethesda-Chevy Chase HS,Enrollment,1338
2001,408,Westbrook ES,Enrollment,299
2001,410,Bradley Hills ES,Enrollment,400
2001,412,Westland MS,Enrollment,1029
2001,413,North Bethesda MS,Enrollment,676
2001,415,North Chevy Chase ES,Enrollment,331
2001,417,Wood Acres ES,Enrollment,518
2001,419,Burning Tree ES,Enrollment,492
2001,420,Bannockburn ES,Enrollment,427
2001,422,Wyngate ES,Enrollment,502
2001,424,Walter Johnson HS,Enrollment,1764
2001,425,Ashburton ES,Enrollment,537
2001,427,Walt Whitman HS,Enrollment,1810
2001,428,Thomas W. Pyle MS,Enrollment,1271
2001,501,Sherwood ES,Enrollment,465
2001,502,Olney ES,Enrollment,602
2001,503,Sherwood HS,Enrollment,1840
2001,504,Westover ES,Enrollment,314
2001,505,Lucy V. Barnsley ES,Enrollment,528
2001,506,Flower Valley ES,Enrollment,443
2001,507,William H. Farquhar MS,Enrollment,717
2001,508,Candlewood ES,Enrollment,388
2001,51,Laytonsville ES,Enrollment,581
2001,510,Col. Zadok Magruder HS,Enrollment,2002
2001,511,Cashell ES,Enrollment,390
2001,512,Greenwood ES,Enrollment,608
2001,513,Belmont ES,Enrollment,451
2001,514,Judith A. Resnik ES,Enrollment,653
2001,517,Sligo Creek ES,Enrollment,633
2001,518,Brooke Grove ES,Enrollment,586
2001,521,Shady Grove MS,Enrollment,800
2001,523,Spark M. Matsunaga ES,Enrollment,540
2001,545,Watkins Mill HS,Enrollment,1927
2001,546,Goshen ES,Enrollment,693
2001,549,Flower Hill ES,Enrollment,566
2001,551,Gaithersburg HS,Enrollment,2003
2001,552,Washington Grove ES,Enrollment,441
2001,553,Gaithersburg ES,Enrollment,631
2001,554,Gaithersburg MS,Enrollment,733
2001,555,Rosemont ES,Enrollment,532
2001,556,Mill Creek Towne ES,Enrollment,445
2001,557,Montgomery Village MS,Enrollment,751
2001,558,Whetstone ES,Enrollment,604
2001,559,Brown Station ES,Enrollment,416
2001,561,Watkins Mill ES,Enrollment,549
2001,562,Redland MS,Enrollment,894
2001,563,Summit Hall ES,Enrollment,551
2001,564,South Lake ES,Enrollment,590
2001,565,Sequoyah ES,Enrollment,583
2001,566,Fields Road ES,Enrollment,550
2001,568,Stedwick ES,Enrollment,611
2001,569,Strawberry Knoll ES,Enrollment,586
2001,570,Diamond ES,Enrollment,439
2001,601,Potomac ES,Enrollment,639
2001,602,Winston Churchill HS,Enrollment,1875
2001,603,Seven Locks ES,Enrollment,261
2001,604,Carderock Springs ES,Enrollment,310
2001,606,Cabin John MS,Enrollment,993
2001,607,Bells Mill ES,Enrollment,473
2001,647,Silver Spring International MS,Enrollment,923
2001,652,Monocacy ES,Enrollment,269
2001,653,Stone Mill ES,Enrollment,763
2001,701,Damascus HS,Enrollment,1872
2001,702,Damascus ES,Enrollment,344
2001,703,Cedar Grove ES,Enrollment,575
2001,704,Woodfield ES,Enrollment,481
2001,705,John T Baker MS,Enrollment,753
2001,706,Clearspring ES,Enrollment,478
2001,707,Rocky Hill MS,Enrollment,751
2001,708,Kingsview MS,Enrollment,1267
2001,747,Dr. Charles R. Drew ES,Enrollment,488
2001,749,Piney Branch ES,Enrollment,541
2001,754,Takoma Park ES,Enrollment,368
2001,755,Takoma Park MS,Enrollment,960
2001,756,East Silver Spring ES,Enrollment,401
2001,757,Montgomery Blair HS,Enrollment,3087
2001,761,Pine Crest ES,Enrollment,350
2001,764,Woodlin ES,Enrollment,500
2001,766,Oak View ES,Enrollment,346
2001,767,Glen Haven ES,Enrollment,572
2001,769,Oakland Terrace ES,Enrollment,691
2001,771,Rolling Terrace ES,Enrollment,727
2001,772,Viers Mill ES,Enrollment,704
2001,773,Rock Creek Forest ES,Enrollment,519
2001,774,Highland ES,Enrollment,788
2001,775,Eastern MS,Enrollment,881
2001,776,Montgomery Knolls ES,Enrollment,368
2001,777,Weller Road ES,Enrollment,651
2001,778,Sligo MS,Enrollment,1216
2001,780,Bel Pre ES,Enrollment,525
2001,782,Wheaton HS,Enrollment,1345
2001,783,Kensington-Parkwood ES,Enrollment,404
2001,784,Highland View ES,Enrollment,404
2001,786,Georgian Forest ES,Enrollment,474
2001,788,Wheaton Woods ES,Enrollment,670
2001,789,Albert Einstein HS,Enrollment,1691
2001,791,New Hampshire Estates ES,Enrollment,457
2001,794,Rosemary Hills ES,Enrollment,517
2001,795,Rock View ES,Enrollment,475
2001,797,Harmony Hills ES,Enrollment,500
2001,798,Springbrook HS,Enrollment,2040
2001,799,Stephen Knolls School SP,Enrollment,62
2001,803,Forest Knolls ES,Enrollment,576
2001,805,Kemp Mill ES,Enrollment,692
2001,807,Brookhaven ES,Enrollment,388
2001,808,Cresthaven ES,Enrollment,570
2001,811,White Oak MS,Enrollment,984
2001,812,Parkland MS,Enrollment,1219
2001,815,John F. Kennedy HS,Enrollment,1483
2001,817,Glenallan ES,Enrollment,464
2001,818,Col. E. Brooke Lee MS,Enrollment,719
2001,819,Rock Creek Valley ES,Enrollment,340
2001,820,Earle B. Wood MS,Enrollment,1000
2001,822,Strathmore ES,Enrollment,436
2001,823,Argyle MS,Enrollment,687
2001,916,Rock Terrace School SP,Enrollment,122
2001,965,RICA SP,Enrollment,149
2002,100,Clopper Mill ES,Enrollment,555
2002,101,Clarksburg ES,Enrollment,351
2002,102,Germantown ES,Enrollment,465
2002,104,Seneca Valley HS,Enrollment,1685
2002,105,Ridgeview MS,Enrollment,1038
2002,106,Fox Chapel ES,Enrollment,620
2002,107,"Martin Luther King, Jr MS",Enrollment,1028
2002,108,Lake Seneca ES,Enrollment,400
2002,109,Waters Landing ES,Enrollment,644
2002,110,S. Christa McAuliffe ES,Enrollment,672
2002,111,Captain James Daly ES,Enrollment,643
2002,115,Neelsville MS,Enrollment,834
2002,125,Quince Orchard HS,Enrollment,1872
2002,152,Poolesville HS,Enrollment,753
2002,153,Poolesville ES,Enrollment,491
2002,155,Rosa Parks MS,Enrollment,959
2002,156,Lois P. Rockwell ES,Enrollment,464
2002,157,Roberto Clemente MS,Enrollment,874
2002,158,Ronald McNair ES,Enrollment,615
2002,159,Rachel Carson ES,Enrollment,659
2002,201,Richard Montgomery HS,Enrollment,1771
2002,204,Garrett Park ES,Enrollment,449
2002,206,Twinbrook ES,Enrollment,602
2002,207,Beall ES,Enrollment,705
2002,209,Lakewood ES,Enrollment,521
2002,210,Maryvale ES,Enrollment,618
2002,211,Julius West MS,Enrollment,1113
2002,212,Meadow Hall ES,Enrollment,392
2002,215,Carl Sandburg Learning Center SP,Enrollment,95
2002,216,Travilah ES,Enrollment,524
2002,219,Farmland ES,Enrollment,618
2002,220,Luxmanor ES,Enrollment,290
2002,226,Beverly Farms ES,Enrollment,530
2002,227,Ritchie Park ES,Enrollment,359
2002,228,Herbert Hoover MS,Enrollment,1096
2002,229,College Gardens ES,Enrollment,436
2002,230,Rockville HS,Enrollment,1084
2002,232,Tilden MS,Enrollment,711
2002,233,Fallsmead ES,Enrollment,503
2002,234,Thomas S. Wootton HS,Enrollment,2085
2002,235,Wayside ES,Enrollment,643
2002,236,Phoenix at Needwood Academy ALT,Enrollment,127
2002,237,Robert Frost MS,Enrollment,1157
2002,238,Cold Spring ES,Enrollment,413
2002,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,305
2002,241,DuFief ES,Enrollment,478
2002,242,Dr. Sally K. Ride ES,Enrollment,625
2002,244,Thurgood Marshall ES,Enrollment,585
2002,246,Northwest HS,Enrollment,1733
2002,247,John Poole MS,Enrollment,443
2002,248,Forest Oak MS,Enrollment,1008
2002,302,Burtonsville ES,Enrollment,717
2002,303,Fairland ES,Enrollment,501
2002,304,JoAnn Leleck ES,Enrollment,516
2002,305,Jackson Road ES,Enrollment,500
2002,308,Cloverly ES,Enrollment,474
2002,309,Burnt Mills ES,Enrollment,611
2002,310,Cannon Road ES,Enrollment,409
2002,311,Francis Scott Key MS,Enrollment,926
2002,312,William T. Page ES,Enrollment,388
2002,313,Galway ES,Enrollment,701
2002,315,Paint Branch HS,Enrollment,1721
2002,316,Stonegate ES,Enrollment,451
2002,321,James Blake HS,Enrollment,1699
2002,333,Benjamin Banneker MS,Enrollment,1087
2002,334,Greencastle ES,Enrollment,654
2002,335,Briggs Chaney MS,Enrollment,792
2002,351,Darnestown ES,Enrollment,398
2002,360,Jones Lane ES,Enrollment,553
2002,401,Bethesda ES,Enrollment,441
2002,403,Chevy Chase ES,Enrollment,351
2002,405,Somerset ES,Enrollment,425
2002,406,Bethesda-Chevy Chase HS,Enrollment,1495
2002,408,Westbrook ES,Enrollment,300
2002,410,Bradley Hills ES,Enrollment,399
2002,412,Westland MS,Enrollment,1006
2002,413,North Bethesda MS,Enrollment,704
2002,415,North Chevy Chase ES,Enrollment,333
2002,417,Wood Acres ES,Enrollment,585
2002,419,Burning Tree ES,Enrollment,497
2002,420,Bannockburn ES,Enrollment,395
2002,422,Wyngate ES,Enrollment,496
2002,424,Walter Johnson HS,Enrollment,1832
2002,425,Ashburton ES,Enrollment,550
2002,427,Walt Whitman HS,Enrollment,1894
2002,428,Thomas W. Pyle MS,Enrollment,1260
2002,501,Sherwood ES,Enrollment,459
2002,502,Olney ES,Enrollment,595
2002,503,Sherwood HS,Enrollment,1976
2002,504,Westover ES,Enrollment,278
2002,505,Lucy V. Barnsley ES,Enrollment,533
2002,506,Flower Valley ES,Enrollment,452
2002,507,William H. Farquhar MS,Enrollment,705
2002,508,Candlewood ES,Enrollment,371
2002,51,Laytonsville ES,Enrollment,594
2002,510,Col. Zadok Magruder HS,Enrollment,2139
2002,511,Cashell ES,Enrollment,377
2002,512,Greenwood ES,Enrollment,632
2002,513,Belmont ES,Enrollment,444
2002,514,Judith A. Resnik ES,Enrollment,699
2002,517,Sligo Creek ES,Enrollment,667
2002,518,Brooke Grove ES,Enrollment,535
2002,521,Shady Grove MS,Enrollment,790
2002,523,Spark M. Matsunaga ES,Enrollment,808
2002,545,Watkins Mill HS,Enrollment,1854
2002,546,Goshen ES,Enrollment,682
2002,549,Flower Hill ES,Enrollment,567
2002,551,Gaithersburg HS,Enrollment,2064
2002,552,Washington Grove ES,Enrollment,435
2002,553,Gaithersburg ES,Enrollment,600
2002,554,Gaithersburg MS,Enrollment,728
2002,555,Rosemont ES,Enrollment,494
2002,556,Mill Creek Towne ES,Enrollment,439
2002,557,Montgomery Village MS,Enrollment,749
2002,558,Whetstone ES,Enrollment,618
2002,559,Brown Station ES,Enrollment,421
2002,561,Watkins Mill ES,Enrollment,567
2002,562,Redland MS,Enrollment,945
2002,563,Summit Hall ES,Enrollment,521
2002,564,South Lake ES,Enrollment,594
2002,565,Sequoyah ES,Enrollment,555
2002,566,Fields Road ES,Enrollment,563
2002,568,Stedwick ES,Enrollment,618
2002,569,Strawberry Knoll ES,Enrollment,559
2002,570,Diamond ES,Enrollment,438
2002,601,Potomac ES,Enrollment,640
2002,602,Winston Churchill HS,Enrollment,1980
2002,603,Seven Locks ES,Enrollment,257
2002,604,Carderock Springs ES,Enrollment,320
2002,606,Cabin John MS,Enrollment,972
2002,607,Bells Mill ES,Enrollment,466
2002,647,Silver Spring International MS,Enrollment,895
2002,652,Monocacy ES,Enrollment,243
2002,653,Stone Mill ES,Enrollment,718
2002,701,Damascus HS,Enrollment,1907
2002,702,Damascus ES,Enrollment,360
2002,703,Cedar Grove ES,Enrollment,593
2002,704,Woodfield ES,Enrollment,461
2002,705,John T Baker MS,Enrollment,767
2002,706,Clearspring ES,Enrollment,519
2002,707,Rocky Hill MS,Enrollment,741
2002,708,Kingsview MS,Enrollment,1317
2002,747,Dr. Charles R. Drew ES,Enrollment,488
2002,749,Piney Branch ES,Enrollment,546
2002,754,Takoma Park ES,Enrollment,387
2002,755,Takoma Park MS,Enrollment,976
2002,756,East Silver Spring ES,Enrollment,374
2002,757,Montgomery Blair HS,Enrollment,3198
2002,761,Pine Crest ES,Enrollment,338
2002,764,Woodlin ES,Enrollment,514
2002,766,Oak View ES,Enrollment,313
2002,767,Glen Haven ES,Enrollment,544
2002,769,Oakland Terrace ES,Enrollment,711
2002,771,Rolling Terrace ES,Enrollment,749
2002,772,Viers Mill ES,Enrollment,707
2002,773,Rock Creek Forest ES,Enrollment,496
2002,774,Highland ES,Enrollment,760
2002,775,Eastern MS,Enrollment,914
2002,776,Montgomery Knolls ES,Enrollment,393
2002,777,Weller Road ES,Enrollment,644
2002,778,Sligo MS,Enrollment,875
2002,780,Bel Pre ES,Enrollment,488
2002,782,Wheaton HS,Enrollment,1445
2002,783,Kensington-Parkwood ES,Enrollment,399
2002,784,Highland View ES,Enrollment,347
2002,786,Georgian Forest ES,Enrollment,482
2002,788,Wheaton Woods ES,Enrollment,634
2002,789,Albert Einstein HS,Enrollment,1743
2002,791,New Hampshire Estates ES,Enrollment,456
2002,792,Newport Mill MS,Enrollment,453
2002,794,Rosemary Hills ES,Enrollment,514
2002,795,Rock View ES,Enrollment,486
2002,797,Harmony Hills ES,Enrollment,501
2002,798,Springbrook HS,Enrollment,2046
2002,799,Stephen Knolls School SP,Enrollment,64
2002,803,Forest Knolls ES,Enrollment,572
2002,805,Kemp Mill ES,Enrollment,679
2002,807,Brookhaven ES,Enrollment,363
2002,808,Cresthaven ES,Enrollment,587
2002,811,White Oak MS,Enrollment,988
2002,812,Parkland MS,Enrollment,1211
2002,815,John F. Kennedy HS,Enrollment,1551
2002,817,Glenallan ES,Enrollment,441
2002,818,Col. E. Brooke Lee MS,Enrollment,678
2002,819,Rock Creek Valley ES,Enrollment,334
2002,820,Earle B. Wood MS,Enrollment,1054
2002,822,Strathmore ES,Enrollment,464
2002,823,Argyle MS,Enrollment,675
2002,916,Rock Terrace School SP,Enrollment,124
2002,965,RICA SP,Enrollment,141
2003,100,Clopper Mill ES,Enrollment,488
2003,101,Clarksburg ES,Enrollment,401
2003,102,Germantown ES,Enrollment,461
2003,104,Seneca Valley HS,Enrollment,1625
2003,105,Ridgeview MS,Enrollment,1036
2003,106,Fox Chapel ES,Enrollment,591
2003,107,"Martin Luther King, Jr MS",Enrollment,1009
2003,108,Lake Seneca ES,Enrollment,410
2003,109,Waters Landing ES,Enrollment,639
2003,110,S. Christa McAuliffe ES,Enrollment,634
2003,111,Captain James Daly ES,Enrollment,647
2003,115,Neelsville MS,Enrollment,842
2003,125,Quince Orchard HS,Enrollment,1877
2003,152,Poolesville HS,Enrollment,778
2003,153,Poolesville ES,Enrollment,467
2003,155,Rosa Parks MS,Enrollment,952
2003,156,Lois P. Rockwell ES,Enrollment,447
2003,157,Roberto Clemente MS,Enrollment,933
2003,158,Ronald McNair ES,Enrollment,687
2003,159,Rachel Carson ES,Enrollment,703
2003,201,Richard Montgomery HS,Enrollment,1843
2003,204,Garrett Park ES,Enrollment,461
2003,206,Twinbrook ES,Enrollment,584
2003,207,Beall ES,Enrollment,669
2003,209,Lakewood ES,Enrollment,525
2003,210,Maryvale ES,Enrollment,663
2003,211,Julius West MS,Enrollment,1083
2003,212,Meadow Hall ES,Enrollment,393
2003,215,Carl Sandburg Learning Center SP,Enrollment,97
2003,216,Travilah ES,Enrollment,489
2003,219,Farmland ES,Enrollment,574
2003,220,Luxmanor ES,Enrollment,296
2003,226,Beverly Farms ES,Enrollment,518
2003,227,Ritchie Park ES,Enrollment,331
2003,228,Herbert Hoover MS,Enrollment,1088
2003,229,College Gardens ES,Enrollment,441
2003,230,Rockville HS,Enrollment,1180
2003,232,Tilden MS,Enrollment,737
2003,233,Fallsmead ES,Enrollment,540
2003,234,Thomas S. Wootton HS,Enrollment,2247
2003,235,Wayside ES,Enrollment,609
2003,236,Phoenix at Needwood Academy ALT,Enrollment,120
2003,237,Robert Frost MS,Enrollment,1188
2003,238,Cold Spring ES,Enrollment,448
2003,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,236
2003,241,DuFief ES,Enrollment,468
2003,242,Dr. Sally K. Ride ES,Enrollment,620
2003,244,Thurgood Marshall ES,Enrollment,580
2003,246,Northwest HS,Enrollment,1782
2003,247,John Poole MS,Enrollment,451
2003,248,Forest Oak MS,Enrollment,992
2003,302,Burtonsville ES,Enrollment,690
2003,303,Fairland ES,Enrollment,485
2003,304,JoAnn Leleck ES,Enrollment,499
2003,305,Jackson Road ES,Enrollment,526
2003,308,Cloverly ES,Enrollment,468
2003,309,Burnt Mills ES,Enrollment,556
2003,310,Cannon Road ES,Enrollment,369
2003,311,Francis Scott Key MS,Enrollment,919
2003,312,William T. Page ES,Enrollment,406
2003,313,Galway ES,Enrollment,686
2003,315,Paint Branch HS,Enrollment,1765
2003,316,Stonegate ES,Enrollment,428
2003,321,James Blake HS,Enrollment,1831
2003,333,Benjamin Banneker MS,Enrollment,1102
2003,334,Greencastle ES,Enrollment,673
2003,335,Briggs Chaney MS,Enrollment,802
2003,351,Darnestown ES,Enrollment,393
2003,360,Jones Lane ES,Enrollment,514
2003,401,Bethesda ES,Enrollment,408
2003,403,Chevy Chase ES,Enrollment,352
2003,405,Somerset ES,Enrollment,379
2003,406,Bethesda-Chevy Chase HS,Enrollment,1608
2003,408,Westbrook ES,Enrollment,287
2003,410,Bradley Hills ES,Enrollment,397
2003,412,Westland MS,Enrollment,978
2003,413,North Bethesda MS,Enrollment,714
2003,415,North Chevy Chase ES,Enrollment,330
2003,417,Wood Acres ES,Enrollment,593
2003,419,Burning Tree ES,Enrollment,505
2003,420,Bannockburn ES,Enrollment,372
2003,422,Wyngate ES,Enrollment,483
2003,424,Walter Johnson HS,Enrollment,1879
2003,425,Ashburton ES,Enrollment,552
2003,427,Walt Whitman HS,Enrollment,1876
2003,428,Thomas W. Pyle MS,Enrollment,1271
2003,501,Sherwood ES,Enrollment,482
2003,502,Olney ES,Enrollment,614
2003,503,Sherwood HS,Enrollment,2079
2003,504,Westover ES,Enrollment,264
2003,505,Lucy V. Barnsley ES,Enrollment,510
2003,506,Flower Valley ES,Enrollment,463
2003,507,William H. Farquhar MS,Enrollment,724
2003,508,Candlewood ES,Enrollment,382
2003,51,Laytonsville ES,Enrollment,551
2003,510,Col. Zadok Magruder HS,Enrollment,2186
2003,511,Cashell ES,Enrollment,349
2003,512,Greenwood ES,Enrollment,616
2003,513,Belmont ES,Enrollment,424
2003,514,Judith A. Resnik ES,Enrollment,654
2003,517,Sligo Creek ES,Enrollment,647
2003,518,Brooke Grove ES,Enrollment,509
2003,521,Shady Grove MS,Enrollment,733
2003,523,Spark M. Matsunaga ES,Enrollment,988
2003,545,Watkins Mill HS,Enrollment,1987
2003,546,Goshen ES,Enrollment,693
2003,549,Flower Hill ES,Enrollment,571
2003,551,Gaithersburg HS,Enrollment,2101
2003,552,Washington Grove ES,Enrollment,428
2003,553,Gaithersburg ES,Enrollment,558
2003,554,Gaithersburg MS,Enrollment,768
2003,555,Rosemont ES,Enrollment,495
2003,556,Mill Creek Towne ES,Enrollment,469
2003,557,Montgomery Village MS,Enrollment,727
2003,558,Whetstone ES,Enrollment,653
2003,559,Brown Station ES,Enrollment,414
2003,561,Watkins Mill ES,Enrollment,604
2003,562,Redland MS,Enrollment,944
2003,563,Summit Hall ES,Enrollment,490
2003,564,South Lake ES,Enrollment,607
2003,565,Sequoyah ES,Enrollment,524
2003,566,Fields Road ES,Enrollment,506
2003,568,Stedwick ES,Enrollment,637
2003,569,Strawberry Knoll ES,Enrollment,537
2003,570,Diamond ES,Enrollment,445
2003,601,Potomac ES,Enrollment,594
2003,602,Winston Churchill HS,Enrollment,2078
2003,603,Seven Locks ES,Enrollment,253
2003,604,Carderock Springs ES,Enrollment,305
2003,606,Cabin John MS,Enrollment,988
2003,607,Bells Mill ES,Enrollment,463
2003,647,Silver Spring International MS,Enrollment,876
2003,652,Monocacy ES,Enrollment,228
2003,653,Stone Mill ES,Enrollment,673
2003,701,Damascus HS,Enrollment,1887
2003,702,Damascus ES,Enrollment,343
2003,703,Cedar Grove ES,Enrollment,552
2003,704,Woodfield ES,Enrollment,456
2003,705,John T Baker MS,Enrollment,744
2003,706,Clearspring ES,Enrollment,542
2003,707,Rocky Hill MS,Enrollment,771
2003,708,Kingsview MS,Enrollment,1318
2003,747,Dr. Charles R. Drew ES,Enrollment,500
2003,749,Piney Branch ES,Enrollment,510
2003,754,Takoma Park ES,Enrollment,390
2003,755,Takoma Park MS,Enrollment,988
2003,756,East Silver Spring ES,Enrollment,359
2003,757,Montgomery Blair HS,Enrollment,3298
2003,761,Pine Crest ES,Enrollment,394
2003,764,Woodlin ES,Enrollment,482
2003,766,Oak View ES,Enrollment,319
2003,767,Glen Haven ES,Enrollment,518
2003,769,Oakland Terrace ES,Enrollment,721
2003,771,Rolling Terrace ES,Enrollment,718
2003,772,Viers Mill ES,Enrollment,702
2003,773,Rock Creek Forest ES,Enrollment,518
2003,774,Highland ES,Enrollment,740
2003,775,Eastern MS,Enrollment,900
2003,776,Montgomery Knolls ES,Enrollment,370
2003,777,Weller Road ES,Enrollment,615
2003,778,Sligo MS,Enrollment,657
2003,780,Bel Pre ES,Enrollment,463
2003,782,Wheaton HS,Enrollment,1533
2003,783,Kensington-Parkwood ES,Enrollment,404
2003,784,Highland View ES,Enrollment,335
2003,786,Georgian Forest ES,Enrollment,459
2003,788,Wheaton Woods ES,Enrollment,652
2003,789,Albert Einstein HS,Enrollment,1815
2003,791,New Hampshire Estates ES,Enrollment,394
2003,792,Newport Mill MS,Enrollment,663
2003,794,Rosemary Hills ES,Enrollment,532
2003,795,Rock View ES,Enrollment,515
2003,797,Harmony Hills ES,Enrollment,493
2003,798,Springbrook HS,Enrollment,2004
2003,799,Stephen Knolls School SP,Enrollment,98
2003,803,Forest Knolls ES,Enrollment,546
2003,805,Kemp Mill ES,Enrollment,666
2003,807,Brookhaven ES,Enrollment,347
2003,808,Cresthaven ES,Enrollment,575
2003,811,White Oak MS,Enrollment,936
2003,812,Parkland MS,Enrollment,1191
2003,815,John F. Kennedy HS,Enrollment,1575
2003,817,Glenallan ES,Enrollment,408
2003,818,Col. E. Brooke Lee MS,Enrollment,660
2003,819,Rock Creek Valley ES,Enrollment,350
2003,820,Earle B. Wood MS,Enrollment,1026
2003,822,Strathmore ES,Enrollment,501
2003,823,Argyle MS,Enrollment,603
2003,916,Rock Terrace School SP,Enrollment,145
2003,965,RICA SP,Enrollment,138
2004,100,Clopper Mill ES,Enrollment,477
2004,101,Clarksburg ES,Enrollment,467
2004,102,Germantown ES,Enrollment,473
2004,104,Seneca Valley HS,Enrollment,1626
2004,105,Ridgeview MS,Enrollment,1015
2004,106,Fox Chapel ES,Enrollment,553
2004,107,"Martin Luther King, Jr MS",Enrollment,884
2004,108,Lake Seneca ES,Enrollment,374
2004,109,Waters Landing ES,Enrollment,644
2004,110,S. Christa McAuliffe ES,Enrollment,666
2004,111,Captain James Daly ES,Enrollment,606
2004,115,Neelsville MS,Enrollment,792
2004,125,Quince Orchard HS,Enrollment,1923
2004,152,Poolesville HS,Enrollment,825
2004,153,Poolesville ES,Enrollment,444
2004,155,Rosa Parks MS,Enrollment,969
2004,156,Lois P. Rockwell ES,Enrollment,460
2004,157,Roberto Clemente MS,Enrollment,1006
2004,158,Ronald McNair ES,Enrollment,697
2004,159,Rachel Carson ES,Enrollment,700
