year,sch_id,sch_name,Type,Value
2004,232,Tilden MS,Capacity,890.8
2005,232,Tilden MS,Capacity,912.05
2006,232,Tilden MS,Capacity,928.2
2007,232,Tilden MS,Capacity,962.2
2008,232,Tilden MS,Capacity,987.7
2009,232,Tilden MS,Capacity,984.3
2010,232,Tilden MS,Capacity,984.3
2011,232,Tilden MS,Capacity,984.3
2012,232,Tilden MS,Capacity,963.05
2013,232,Tilden MS,Capacity,980.05
2014,232,Tilden MS,Capacity,971.55
2015,232,Tilden MS,Capacity,939.25
2016,232,Tilden MS,Capacity,926.5
2000,233,Fallsmead ES,Capacity,335
2001,233,Fallsmead ES,Capacity,335
2002,233,Fallsmead ES,Capacity,335
2003,233,Fallsmead ES,Capacity,337
2004,233,Fallsmead ES,Capacity,337
2005,233,Fallsmead ES,Capacity,337
2006,233,Fallsmead ES,Capacity,381
2007,233,Fallsmead ES,Capacity,382
2008,233,Fallsmead ES,Capacity,528
2009,233,Fallsmead ES,Capacity,528
2010,233,Fallsmead ES,Capacity,574
2011,233,Fallsmead ES,Capacity,598
2012,233,Fallsmead ES,Capacity,597
2013,233,Fallsmead ES,Capacity,598
2014,233,Fallsmead ES,Capacity,598
2015,233,Fallsmead ES,Capacity,598
2016,233,Fallsmead ES,Capacity,552
2000,234,Thomas S. Wootton HS,Capacity,1539
2001,234,Thomas S. Wootton HS,Capacity,2106.9
2002,234,Thomas S. Wootton HS,Capacity,2097.9
2003,234,Thomas S. Wootton HS,Capacity,2080.8
2004,234,Thomas S. Wootton HS,Capacity,2067.3
2005,234,Thomas S. Wootton HS,Capacity,2058.3
2006,234,Thomas S. Wootton HS,Capacity,2040.3
2007,234,Thomas S. Wootton HS,Capacity,2059.2
2008,234,Thomas S. Wootton HS,Capacity,2045.7
2009,234,Thomas S. Wootton HS,Capacity,2045.7
2010,234,Thomas S. Wootton HS,Capacity,2081.7
2011,234,Thomas S. Wootton HS,Capacity,2090.7
2012,234,Thomas S. Wootton HS,Capacity,2126.7
2013,234,Thomas S. Wootton HS,Capacity,2153.7
2014,234,Thomas S. Wootton HS,Capacity,2184.3
2015,234,Thomas S. Wootton HS,Capacity,2167.2
2016,234,Thomas S. Wootton HS,Capacity,2150.1
2000,235,Wayside ES,Capacity,483
2001,235,Wayside ES,Capacity,483
2002,235,Wayside ES,Capacity,483
2003,235,Wayside ES,Capacity,449
2004,235,Wayside ES,Capacity,466
2005,235,Wayside ES,Capacity,491
2006,235,Wayside ES,Capacity,490
2007,235,Wayside ES,Capacity,491
2008,235,Wayside ES,Capacity,676
2009,235,Wayside ES,Capacity,676
2010,235,Wayside ES,Capacity,682
2011,235,Wayside ES,Capacity,664
2012,235,Wayside ES,Capacity,670
2013,235,Wayside ES,Capacity,670
2014,235,Wayside ES,Capacity,671
2015,235,Wayside ES,Capacity,672
2016,235,Wayside ES,Capacity,655
2000,236,Phoenix at Needwood Academy ALT,Capacity,370
2001,236,Phoenix at Needwood Academy ALT,Capacity,330
2002,236,Phoenix at Needwood Academy ALT,Capacity,330
2003,236,Phoenix at Needwood Academy ALT,Capacity,330
2004,236,Phoenix at Needwood Academy ALT,Capacity,330
2005,236,Phoenix at Needwood Academy ALT,Capacity,330
2006,236,Phoenix at Needwood Academy ALT,Capacity,300
2007,236,Phoenix at Needwood Academy ALT,Capacity,300
2008,236,Phoenix at Needwood Academy ALT,Capacity,300
2000,237,Robert Frost MS,Capacity,782
2001,237,Robert Frost MS,Capacity,782
2002,237,Robert Frost MS,Capacity,1079.5
2003,237,Robert Frost MS,Capacity,1079.5
2004,237,Robert Frost MS,Capacity,1071
2005,237,Robert Frost MS,Capacity,1071
2006,237,Robert Frost MS,Capacity,1071
2007,237,Robert Frost MS,Capacity,1071
2008,237,Robert Frost MS,Capacity,1071
2009,237,Robert Frost MS,Capacity,1079.5
2010,237,Robert Frost MS,Capacity,1058.25
2011,237,Robert Frost MS,Capacity,1058.25
2012,237,Robert Frost MS,Capacity,1058.25
2013,237,Robert Frost MS,Capacity,1075.25
2014,237,Robert Frost MS,Capacity,1075.25
2015,237,Robert Frost MS,Capacity,1083.75
2016,237,Robert Frost MS,Capacity,1083.75
2000,238,Cold Spring ES,Capacity,391
2001,238,Cold Spring ES,Capacity,365
2002,238,Cold Spring ES,Capacity,342
2003,238,Cold Spring ES,Capacity,365
2004,238,Cold Spring ES,Capacity,365
2005,238,Cold Spring ES,Capacity,365
2006,238,Cold Spring ES,Capacity,386
2007,238,Cold Spring ES,Capacity,412
2008,238,Cold Spring ES,Capacity,412
2009,238,Cold Spring ES,Capacity,412
2010,238,Cold Spring ES,Capacity,458
2011,238,Cold Spring ES,Capacity,458
2012,238,Cold Spring ES,Capacity,458
2013,238,Cold Spring ES,Capacity,458
2014,238,Cold Spring ES,Capacity,458
2015,238,Cold Spring ES,Capacity,459
2016,238,Cold Spring ES,Capacity,459
2000,241,DuFief ES,Capacity,351
2001,241,DuFief ES,Capacity,351
2002,241,DuFief ES,Capacity,364
2003,241,DuFief ES,Capacity,364
2004,241,DuFief ES,Capacity,364
2005,241,DuFief ES,Capacity,364
2006,241,DuFief ES,Capacity,406
2007,241,DuFief ES,Capacity,394
2008,241,DuFief ES,Capacity,394
2009,241,DuFief ES,Capacity,408
2010,241,DuFief ES,Capacity,441
2011,241,DuFief ES,Capacity,441
2012,241,DuFief ES,Capacity,405
2013,241,DuFief ES,Capacity,428
2014,241,DuFief ES,Capacity,428
2015,241,DuFief ES,Capacity,416
2016,241,DuFief ES,Capacity,414
2000,242,Dr. Sally K. Ride ES,Capacity,543
2001,242,Dr. Sally K. Ride ES,Capacity,566
2002,242,Dr. Sally K. Ride ES,Capacity,606
2003,242,Dr. Sally K. Ride ES,Capacity,573
2004,242,Dr. Sally K. Ride ES,Capacity,519
2005,242,Dr. Sally K. Ride ES,Capacity,494
2006,242,Dr. Sally K. Ride ES,Capacity,491
2007,242,Dr. Sally K. Ride ES,Capacity,504
2008,242,Dr. Sally K. Ride ES,Capacity,501
2009,242,Dr. Sally K. Ride ES,Capacity,544
2010,242,Dr. Sally K. Ride ES,Capacity,513
2011,242,Dr. Sally K. Ride ES,Capacity,523
2012,242,Dr. Sally K. Ride ES,Capacity,523
2013,242,Dr. Sally K. Ride ES,Capacity,528
2014,242,Dr. Sally K. Ride ES,Capacity,523
2015,242,Dr. Sally K. Ride ES,Capacity,472
2016,242,Dr. Sally K. Ride ES,Capacity,500
2000,244,Thurgood Marshall ES,Capacity,476
2001,244,Thurgood Marshall ES,Capacity,476
2002,244,Thurgood Marshall ES,Capacity,476
2003,244,Thurgood Marshall ES,Capacity,476
2004,244,Thurgood Marshall ES,Capacity,471
2005,244,Thurgood Marshall ES,Capacity,508
2006,244,Thurgood Marshall ES,Capacity,508
2007,244,Thurgood Marshall ES,Capacity,519
2008,244,Thurgood Marshall ES,Capacity,529
2009,244,Thurgood Marshall ES,Capacity,551
2010,244,Thurgood Marshall ES,Capacity,541
2011,244,Thurgood Marshall ES,Capacity,535
2012,244,Thurgood Marshall ES,Capacity,535
2013,244,Thurgood Marshall ES,Capacity,534
2014,244,Thurgood Marshall ES,Capacity,534
2015,244,Thurgood Marshall ES,Capacity,535
2016,244,Thurgood Marshall ES,Capacity,558
2000,246,Northwest HS,Capacity,1341
2001,246,Northwest HS,Capacity,1566
2002,246,Northwest HS,Capacity,1566
2003,246,Northwest HS,Capacity,1566
2004,246,Northwest HS,Capacity,1566
2005,246,Northwest HS,Capacity,1566
2006,246,Northwest HS,Capacity,2250
2007,246,Northwest HS,Capacity,2151
2008,246,Northwest HS,Capacity,2151
2009,246,Northwest HS,Capacity,2151
2010,246,Northwest HS,Capacity,2151
2011,246,Northwest HS,Capacity,2151
2012,246,Northwest HS,Capacity,2151
2013,246,Northwest HS,Capacity,2241
2014,246,Northwest HS,Capacity,2241
2015,246,Northwest HS,Capacity,2241
2016,246,Northwest HS,Capacity,2241
2000,247,John Poole MS,Capacity,471.75
2001,247,John Poole MS,Capacity,471.75
2002,247,John Poole MS,Capacity,471.75
2003,247,John Poole MS,Capacity,471.75
2004,247,John Poole MS,Capacity,459
2005,247,John Poole MS,Capacity,459
2006,247,John Poole MS,Capacity,459
2007,247,John Poole MS,Capacity,471.75
2008,247,John Poole MS,Capacity,471.75
2009,247,John Poole MS,Capacity,480.25
2010,247,John Poole MS,Capacity,459
2011,247,John Poole MS,Capacity,459
2012,247,John Poole MS,Capacity,459
2013,247,John Poole MS,Capacity,467.5
2014,247,John Poole MS,Capacity,467.5
2015,247,John Poole MS,Capacity,467.5
2016,247,John Poole MS,Capacity,467.5
2000,248,Forest Oak MS,Capacity,922.25
2001,248,Forest Oak MS,Capacity,922.25
2002,248,Forest Oak MS,Capacity,922.25
2003,248,Forest Oak MS,Capacity,922.25
2004,248,Forest Oak MS,Capacity,906.1
2005,248,Forest Oak MS,Capacity,906.1
2006,248,Forest Oak MS,Capacity,889.95
2007,248,Forest Oak MS,Capacity,889.95
2008,248,Forest Oak MS,Capacity,889.95
2009,248,Forest Oak MS,Capacity,885.7
2010,248,Forest Oak MS,Capacity,872.95
2011,248,Forest Oak MS,Capacity,872.95
2012,248,Forest Oak MS,Capacity,910.35
2013,248,Forest Oak MS,Capacity,949.45
2014,248,Forest Oak MS,Capacity,949.45
2015,248,Forest Oak MS,Capacity,949.45
2016,248,Forest Oak MS,Capacity,949.45
2000,249,Clarksburg HS,Capacity,0
2001,249,Clarksburg HS,Capacity,0
2002,249,Clarksburg HS,Capacity,0
2003,249,Clarksburg HS,Capacity,0
2004,249,Clarksburg HS,Capacity,0
2006,249,Clarksburg HS,Capacity,1629
2007,249,Clarksburg HS,Capacity,1593
2008,249,Clarksburg HS,Capacity,1579.5
2009,249,Clarksburg HS,Capacity,1566
2010,249,Clarksburg HS,Capacity,1566
2011,249,Clarksburg HS,Capacity,1566
2012,249,Clarksburg HS,Capacity,1575
2013,249,Clarksburg HS,Capacity,1638
2014,249,Clarksburg HS,Capacity,1638
2015,249,Clarksburg HS,Capacity,2025
2016,249,Clarksburg HS,Capacity,2025
2000,302,Burtonsville ES,Capacity,529
2001,302,Burtonsville ES,Capacity,529
2002,302,Burtonsville ES,Capacity,529
2003,302,Burtonsville ES,Capacity,552
2004,302,Burtonsville ES,Capacity,552
2005,302,Burtonsville ES,Capacity,552
2006,302,Burtonsville ES,Capacity,594
2007,302,Burtonsville ES,Capacity,594
2008,302,Burtonsville ES,Capacity,594
2009,302,Burtonsville ES,Capacity,593
2010,302,Burtonsville ES,Capacity,593
2011,302,Burtonsville ES,Capacity,480
2012,302,Burtonsville ES,Capacity,485
2013,302,Burtonsville ES,Capacity,522
2014,302,Burtonsville ES,Capacity,485
2015,302,Burtonsville ES,Capacity,485
2016,302,Burtonsville ES,Capacity,485
2000,303,Fairland ES,Capacity,411
2001,303,Fairland ES,Capacity,449
2002,303,Fairland ES,Capacity,449
2003,303,Fairland ES,Capacity,449
2004,303,Fairland ES,Capacity,384
2005,303,Fairland ES,Capacity,379
2006,303,Fairland ES,Capacity,379
2007,303,Fairland ES,Capacity,379
2008,303,Fairland ES,Capacity,374
2009,303,Fairland ES,Capacity,364
2010,303,Fairland ES,Capacity,371
2011,303,Fairland ES,Capacity,670
2012,303,Fairland ES,Capacity,675
2013,303,Fairland ES,Capacity,675
2014,303,Fairland ES,Capacity,648
2015,303,Fairland ES,Capacity,640
2016,303,Fairland ES,Capacity,643
2000,304,JoAnn Leleck ES,Capacity,465
2001,304,JoAnn Leleck ES,Capacity,466
2002,304,JoAnn Leleck ES,Capacity,466
2003,304,JoAnn Leleck ES,Capacity,443
2004,304,JoAnn Leleck ES,Capacity,371
2005,304,JoAnn Leleck ES,Capacity,371
2006,304,JoAnn Leleck ES,Capacity,675
2007,304,JoAnn Leleck ES,Capacity,700
2008,304,JoAnn Leleck ES,Capacity,718
2009,304,JoAnn Leleck ES,Capacity,685
2010,304,JoAnn Leleck ES,Capacity,667
2011,304,JoAnn Leleck ES,Capacity,667
2012,304,JoAnn Leleck ES,Capacity,652
2013,304,JoAnn Leleck ES,Capacity,672
2014,304,JoAnn Leleck ES,Capacity,672
2015,304,JoAnn Leleck ES,Capacity,715
2016,304,JoAnn Leleck ES,Capacity,715
2000,305,Jackson Road ES,Capacity,439
2001,305,Jackson Road ES,Capacity,504
2002,305,Jackson Road ES,Capacity,504
2003,305,Jackson Road ES,Capacity,503
2004,305,Jackson Road ES,Capacity,410
2005,305,Jackson Road ES,Capacity,405
2006,305,Jackson Road ES,Capacity,405
2007,305,Jackson Road ES,Capacity,405
2008,305,Jackson Road ES,Capacity,410
2009,305,Jackson Road ES,Capacity,400
2010,305,Jackson Road ES,Capacity,377
2011,305,Jackson Road ES,Capacity,692
2012,305,Jackson Road ES,Capacity,687
2013,305,Jackson Road ES,Capacity,709
2014,305,Jackson Road ES,Capacity,709
2015,305,Jackson Road ES,Capacity,709
2016,305,Jackson Road ES,Capacity,699
2001,307,Roscoe R. Nix ES,Capacity,0
2002,307,Roscoe R. Nix ES,Capacity,0
2003,307,Roscoe R. Nix ES,Capacity,0
2004,307,Roscoe R. Nix ES,Capacity,0
2005,307,Roscoe R. Nix ES,Capacity,0
2006,307,Roscoe R. Nix ES,Capacity,530
2007,307,Roscoe R. Nix ES,Capacity,530
2008,307,Roscoe R. Nix ES,Capacity,530
2009,307,Roscoe R. Nix ES,Capacity,526
2010,307,Roscoe R. Nix ES,Capacity,521
2011,307,Roscoe R. Nix ES,Capacity,521
2012,307,Roscoe R. Nix ES,Capacity,521
2013,307,Roscoe R. Nix ES,Capacity,521
2014,307,Roscoe R. Nix ES,Capacity,521
2015,307,Roscoe R. Nix ES,Capacity,521
2016,307,Roscoe R. Nix ES,Capacity,533
2000,308,Cloverly ES,Capacity,450
2001,308,Cloverly ES,Capacity,450
2002,308,Cloverly ES,Capacity,445
2003,308,Cloverly ES,Capacity,445
2004,308,Cloverly ES,Capacity,440
2005,308,Cloverly ES,Capacity,483
2006,308,Cloverly ES,Capacity,483
2007,308,Cloverly ES,Capacity,460
2008,308,Cloverly ES,Capacity,460
2009,308,Cloverly ES,Capacity,460
2010,308,Cloverly ES,Capacity,460
2011,308,Cloverly ES,Capacity,460
2012,308,Cloverly ES,Capacity,454
2013,308,Cloverly ES,Capacity,454
2014,308,Cloverly ES,Capacity,454
2015,308,Cloverly ES,Capacity,454
2016,308,Cloverly ES,Capacity,444
2000,309,Burnt Mills ES,Capacity,468
2001,309,Burnt Mills ES,Capacity,478
2002,309,Burnt Mills ES,Capacity,478
2003,309,Burnt Mills ES,Capacity,462
2004,309,Burnt Mills ES,Capacity,394
2005,309,Burnt Mills ES,Capacity,389
2006,309,Burnt Mills ES,Capacity,412
2007,309,Burnt Mills ES,Capacity,404
2008,309,Burnt Mills ES,Capacity,404
2009,309,Burnt Mills ES,Capacity,384
2010,309,Burnt Mills ES,Capacity,369
2011,309,Burnt Mills ES,Capacity,364
2012,309,Burnt Mills ES,Capacity,379
2013,309,Burnt Mills ES,Capacity,399
2014,309,Burnt Mills ES,Capacity,402
2015,309,Burnt Mills ES,Capacity,359
2016,309,Burnt Mills ES,Capacity,382
2000,310,Cannon Road ES,Capacity,342
2001,310,Cannon Road ES,Capacity,373
2002,310,Cannon Road ES,Capacity,373
2003,310,Cannon Road ES,Capacity,375
2004,310,Cannon Road ES,Capacity,301
2005,310,Cannon Road ES,Capacity,296
2006,310,Cannon Road ES,Capacity,297
2007,310,Cannon Road ES,Capacity,302
2008,310,Cannon Road ES,Capacity,317
2009,310,Cannon Road ES,Capacity,327
2010,310,Cannon Road ES,Capacity,316
2011,310,Cannon Road ES,Capacity,542
2012,310,Cannon Road ES,Capacity,541
2013,310,Cannon Road ES,Capacity,521
2014,310,Cannon Road ES,Capacity,521
2015,310,Cannon Road ES,Capacity,521
2016,310,Cannon Road ES,Capacity,521
2000,311,Francis Scott Key MS,Capacity,901
2001,311,Francis Scott Key MS,Capacity,901
2002,311,Francis Scott Key MS,Capacity,901
2003,311,Francis Scott Key MS,Capacity,901
2004,311,Francis Scott Key MS,Capacity,901
2005,311,Francis Scott Key MS,Capacity,901
2006,311,Francis Scott Key MS,Capacity,901
2007,311,Francis Scott Key MS,Capacity,901
2008,311,Francis Scott Key MS,Capacity,901
2009,311,Francis Scott Key MS,Capacity,911.2
2010,311,Francis Scott Key MS,Capacity,943.5
2011,311,Francis Scott Key MS,Capacity,943.5
2012,311,Francis Scott Key MS,Capacity,943.5
2013,311,Francis Scott Key MS,Capacity,960.5
2014,311,Francis Scott Key MS,Capacity,960.5
2015,311,Francis Scott Key MS,Capacity,960.5
2016,311,Francis Scott Key MS,Capacity,960.5
2000,312,William T. Page ES,Capacity,401
2001,312,William T. Page ES,Capacity,401
2002,312,William T. Page ES,Capacity,444
2003,312,William T. Page ES,Capacity,431
2004,312,William T. Page ES,Capacity,379
2005,312,William T. Page ES,Capacity,364
2006,312,William T. Page ES,Capacity,364
2007,312,William T. Page ES,Capacity,366
2008,312,William T. Page ES,Capacity,386
2009,312,William T. Page ES,Capacity,381
2010,312,William T. Page ES,Capacity,371
2011,312,William T. Page ES,Capacity,366
2012,312,William T. Page ES,Capacity,361
2013,312,William T. Page ES,Capacity,376
2014,312,William T. Page ES,Capacity,379
2015,312,William T. Page ES,Capacity,389
2016,312,William T. Page ES,Capacity,384
2000,313,Galway ES,Capacity,533
2001,313,Galway ES,Capacity,596
2002,313,Galway ES,Capacity,596
2003,313,Galway ES,Capacity,595
2004,313,Galway ES,Capacity,514
2005,313,Galway ES,Capacity,466
2006,313,Galway ES,Capacity,448
2007,313,Galway ES,Capacity,448
2008,313,Galway ES,Capacity,808
2009,313,Galway ES,Capacity,795
2010,313,Galway ES,Capacity,757
2011,313,Galway ES,Capacity,744
2012,313,Galway ES,Capacity,765
2013,313,Galway ES,Capacity,790
2014,313,Galway ES,Capacity,790
2015,313,Galway ES,Capacity,777
2016,313,Galway ES,Capacity,777
2000,315,Paint Branch HS,Capacity,1606.5
2001,315,Paint Branch HS,Capacity,1606.5
2002,315,Paint Branch HS,Capacity,1615.5
2003,315,Paint Branch HS,Capacity,1593
2004,315,Paint Branch HS,Capacity,1593
2005,315,Paint Branch HS,Capacity,1593
2006,315,Paint Branch HS,Capacity,1593
2007,315,Paint Branch HS,Capacity,1584
2008,315,Paint Branch HS,Capacity,1570.5
2009,315,Paint Branch HS,Capacity,1552.5
2010,315,Paint Branch HS,Capacity,1579.5
2011,315,Paint Branch HS,Capacity,1579.5
2012,315,Paint Branch HS,Capacity,1993.5
2013,315,Paint Branch HS,Capacity,2047.5
2014,315,Paint Branch HS,Capacity,2034
2015,315,Paint Branch HS,Capacity,2025
2016,315,Paint Branch HS,Capacity,2011.5
2000,316,Stonegate ES,Capacity,403
2001,316,Stonegate ES,Capacity,388
2002,316,Stonegate ES,Capacity,388
2003,316,Stonegate ES,Capacity,411
2004,316,Stonegate ES,Capacity,388
2005,316,Stonegate ES,Capacity,428
2006,316,Stonegate ES,Capacity,428
2007,316,Stonegate ES,Capacity,431
2008,316,Stonegate ES,Capacity,431
2009,316,Stonegate ES,Capacity,431
2010,316,Stonegate ES,Capacity,418
2011,316,Stonegate ES,Capacity,395
2012,316,Stonegate ES,Capacity,395
2013,316,Stonegate ES,Capacity,395
2014,316,Stonegate ES,Capacity,395
2015,316,Stonegate ES,Capacity,395
2016,316,Stonegate ES,Capacity,371
2000,321,James Blake HS,Capacity,1750.5
2001,321,James Blake HS,Capacity,1750.5
2002,321,James Blake HS,Capacity,1750.5
2003,321,James Blake HS,Capacity,1750.5
2004,321,James Blake HS,Capacity,1750.5
2005,321,James Blake HS,Capacity,1750.5
2006,321,James Blake HS,Capacity,1733.4
2007,321,James Blake HS,Capacity,1715.4
2008,321,James Blake HS,Capacity,1715.4
2009,321,James Blake HS,Capacity,1724.4
2010,321,James Blake HS,Capacity,1724.4
2011,321,James Blake HS,Capacity,1724.4
2012,321,James Blake HS,Capacity,1724.4
2013,321,James Blake HS,Capacity,1743.3
2014,321,James Blake HS,Capacity,1743.3
2015,321,James Blake HS,Capacity,1734.3
2016,321,James Blake HS,Capacity,1734.3
2000,333,Benjamin Banneker MS,Capacity,862.75
2001,333,Benjamin Banneker MS,Capacity,875.5
2002,333,Benjamin Banneker MS,Capacity,875.5
2003,333,Benjamin Banneker MS,Capacity,875.5
2004,333,Benjamin Banneker MS,Capacity,875.5
2005,333,Benjamin Banneker MS,Capacity,875.5
2006,333,Benjamin Banneker MS,Capacity,875.5
2007,333,Benjamin Banneker MS,Capacity,875.5
2008,333,Benjamin Banneker MS,Capacity,875.5
2009,333,Benjamin Banneker MS,Capacity,854.25
2010,333,Benjamin Banneker MS,Capacity,777.75
2011,333,Benjamin Banneker MS,Capacity,777.75
2012,333,Benjamin Banneker MS,Capacity,777.75
2013,333,Benjamin Banneker MS,Capacity,803.25
2014,333,Benjamin Banneker MS,Capacity,803.25
2015,333,Benjamin Banneker MS,Capacity,803.25
2016,333,Benjamin Banneker MS,Capacity,816
2000,334,Greencastle ES,Capacity,615
2001,334,Greencastle ES,Capacity,632
2002,334,Greencastle ES,Capacity,678
2003,334,Greencastle ES,Capacity,677
2004,334,Greencastle ES,Capacity,589
2005,334,Greencastle ES,Capacity,599
2006,334,Greencastle ES,Capacity,604
2007,334,Greencastle ES,Capacity,604
2008,334,Greencastle ES,Capacity,599
2009,334,Greencastle ES,Capacity,607
2010,334,Greencastle ES,Capacity,592
2011,334,Greencastle ES,Capacity,586
2012,334,Greencastle ES,Capacity,597
2013,334,Greencastle ES,Capacity,617
2014,334,Greencastle ES,Capacity,582
2015,334,Greencastle ES,Capacity,604
2016,334,Greencastle ES,Capacity,614
2000,335,Briggs Chaney MS,Capacity,846.6
2001,335,Briggs Chaney MS,Capacity,862.75
2002,335,Briggs Chaney MS,Capacity,862.75
2003,335,Briggs Chaney MS,Capacity,884
2004,335,Briggs Chaney MS,Capacity,884
2005,335,Briggs Chaney MS,Capacity,926.5
2006,335,Briggs Chaney MS,Capacity,926.5
2007,335,Briggs Chaney MS,Capacity,926.5
2008,335,Briggs Chaney MS,Capacity,926.5
2009,335,Briggs Chaney MS,Capacity,896.75
2010,335,Briggs Chaney MS,Capacity,909.5
2011,335,Briggs Chaney MS,Capacity,909.5
2012,335,Briggs Chaney MS,Capacity,909.5
2013,335,Briggs Chaney MS,Capacity,943.5
2014,335,Briggs Chaney MS,Capacity,969
2015,335,Briggs Chaney MS,Capacity,969
2016,335,Briggs Chaney MS,Capacity,943.5
2001,336,Little Bennett ES,Capacity,0
2002,336,Little Bennett ES,Capacity,0
2003,336,Little Bennett ES,Capacity,0
2004,336,Little Bennett ES,Capacity,0
2005,336,Little Bennett ES,Capacity,0
2006,336,Little Bennett ES,Capacity,685
2007,336,Little Bennett ES,Capacity,684
2008,336,Little Bennett ES,Capacity,684
2009,336,Little Bennett ES,Capacity,684
2010,336,Little Bennett ES,Capacity,673
2011,336,Little Bennett ES,Capacity,674
2012,336,Little Bennett ES,Capacity,673
2013,336,Little Bennett ES,Capacity,676
2014,336,Little Bennett ES,Capacity,676
2015,336,Little Bennett ES,Capacity,650
2016,336,Little Bennett ES,Capacity,624
2004,337,William B. Gibbs Jr. ES,Capacity,0
2006,337,William B. Gibbs Jr. ES,Capacity,0
2009,337,William B. Gibbs Jr. ES,Capacity,747
2010,337,William B. Gibbs Jr. ES,Capacity,747
